title,artist,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,sentiment
Fire Burning,Sean Kingston,2009,0.839,0.804,1,-2.513,1,0.0192,0.0,0.331,0.888,122.973,239986,"[00:00.46]Somebody call 911
[00:03.07]Shawty fire burning on the dance floor
[00:06.14]
[00:14.70]Kingston
[00:16.16]Let’s Go
[00:16.70]Hey, hey, hey
[00:21.39]Red One
[00:22.51]Hey Hey
[00:24.38]Shawty got that super thing
[00:25.96]Hotter than the sun of south in spain
[00:27.98]Got me soon as I walked through the door
[00:32.22]My pocket started tickle-ing
[00:33.74]The way she dropped it low that thang
[00:35.68]Got me wanna spend my money on her, her
[00:39.67]
[00:39.93]She get it pop it lock it drop it,
[00:41.54]That birthday cake,
[00:43.40]Got a candle, need to blow that crazy flame away
[00:47.35]Now take my red, black card and my jewellery
[00:51.21]Shawty is cool like the fire,
[00:53.72]Cool like fire
[00:55.16]
[00:55.43]Somebody call 911
[00:57.51]Shawty fire burning on the dance floor
[01:00.99]Whoa
[01:02.97]I gotta cool her down
[01:05.06]She won't bring the roof to ground on the dance floor
[01:08.80]Whoa
[01:10.66]She’s fire burning, fire burning on the dance floor
[01:14.59]That little shawty’s fire burning on the dance floor
[01:18.47]She's fire burning fire burning on the dance floor
[01:22.41]That little shawty’s fire burning on the dance floor
[01:26.35]Fire burning fire burning
[01:30.93]
[01:34.76]That body is a masterpiece
[01:36.44]The order is one in every hundred years
[01:38.14]But ain’t no doubt i’m taking it home
[01:42.49]......
[01:44.18]Little mama game is about to change
[01:46.03]She’ll be on covers over the world
[01:49.08]
[01:49.85]She get it pop it lock it drop it that birthday cake
[01:53.65]Got a candle need to blow that crazy flame away
[01:57.53]Take my red, black card and my jewellery
[02:01.44]Shawty is cool like the fire
[02:03.92]Cool like fire
[02:05.36]
[02:05.63]Somebody call 911
[02:07.77]Shawty fire burning on the dance floor
[02:11.23]Whoa
[02:13.20]I gotta cool her down
[02:15.48]She won't bring the roof to ground on the dance floor
[02:19.02]Whoa
[02:20.97]She’s fire burning, fire burning on the dance floor
[02:24.84]That little shawty’s fire burning on the dance floor
[02:28.72]She's fire burning, fire burning on the dance floor
[02:32.61]That little shawty’s fire burning on the dance floor
[02:36.27]
[02:36.61]She got that fire in her dance that’ll make them fella’s run around
[02:42.71]Hey
[02:44.94]No exit from the dance floor so them boys want more
[02:50.52]Hey
[02:52.14]She got that fire in her dance that’ll make them fella’s run around
[02:56.72]..... get outta my way , everybody, sing it now
[03:00.57]No exit from the dance floor so them boys want more
[03:04.58]
[03:07.87]She get it pop it lock it drop it that birthday cake
[03:11.95]Got a candle need to blow that crazy flame away
[03:15.62]Take my red , black card and my jewellery
[03:19.49]Shawty is cool like the fire
[03:21.96]Cool like fire
[03:23.37]
[03:23.64]Somebody call 911
[03:25.96]Shawty fire burning on the dance floor
[03:29.27]Whoa
[03:31.24]I gotta cool her down
[03:33.44]She won't bring the roof to ground on the dance floor
[03:37.08]Whoa
[03:39.03]She’s fire burning, fire burning on the dance floor
[03:42.88]That little shawty’s fire burning on the dance floor
[03:46.75]She's fire burning, fire burning on the dance floor
[03:50.67]That little shawty’s fire burning on the dance floor
[03:54.24]
[03:54.61]Somebody call 911
[03:56.81]",sad
Sick,Adelitas Way,2011,0.51,0.881,5,-3.718,0,0.00839,0.0,0.122,0.385,100.002,191653,"[00:22.65]I'm so sick of me, being sick of you,
[00:25.23]And the way you look, all the things you do,
[00:27.63]You drive me crazy,
[00:30.09]Drive me crazy
[00:32.32]Sick of being broke, can't pay the shit
[00:34.82]I'm about to snap, I can't handle it
[00:37.40]I'm doing crazy,
[00:39.71]Doing crazy (going crazy)
[00:42.34]
[00:43.53]If you're sick like me
[00:45.87]There's no stopping now,
[00:48.34]Try to break it up
[00:50.37]And just let it out
[00:52.85]If I was sick like you,
[00:55.40]I would feed the fire
[00:57.78]I would light it up
[00:60.00]And watch it all drop down
[01:05.30]
[01:10.60]I'm so sick of my life, it's the same old trip,
[01:13.22]Try to make it bend, but it never gives
[01:15.65]Look what you made me
[01:18.12](What you made me)
[01:20.29]Well I hate my boss, he's a little bitch
[01:22.89]If he keeps it up, I'll make him quit
[01:25.34]Or I'll go crazy
[01:27.59]I'm going crazy
[01:29.46]
[01:31.62]If you're sick like me
[01:33.83]There's no stopping now,
[01:36.31]Try to break it up
[01:38.34]And just let it out
[01:40.81]If I was sick like you,
[01:43.49]I would feed the fire
[01:45.89]I would light it up
[01:47.97]And watch it all drop down
[01:53.35]
[01:57.35](And watch it all drop down)
[02:03.05]
[02:08.10]I'm so sick of me, being sick of you,
[02:10.78]And the way you look, all the things you do,
[02:13.22]You drive me crazy,
[02:15.73]Drive me crazy
[02:17.70]Yeahhh!
[02:18.93]
[02:19.60]If you're sick like me
[02:21.78]There's no stopping now,
[02:24.34]Try to break it up
[02:26.28]And just let it out
[02:28.85]If I was sick like you,
[02:31.48]I would feed the fire
[02:33.92]I would light it up
[02:36.01]And watch it all drop down
[02:38.78]If you're sick like me,
[02:41.07]There's no stopping now
[02:43.49]There's no stopping now
[02:46.03]Watch it all drop down
[02:48.34]If you're sick like me
[02:50.69]Then you're sick like me!
[02:55.33]
",angry
Motorbreath (Remastered),Metallica,1983,0.289,0.938,1,-6.083,1,0.000116,0.0615,0.106,0.349,173.882,187840,"[00:24.50]Living and dying laughing and crying
[00:27.50]Once you have seen it you will never be the same
[00:30.50]Life in the fast lane is just how it seems
[00:32.50]Hard and it is heavy dirty and mean
[00:38.50]Motorbreath
[00:39.50]Its how I live my life
[00:41.50]I can't take it any other way
[00:43.50]Motorbreath
[00:45.50]The sign of living fast
[00:46.50]It is going to take
[00:47.50]Your breath away
[01:00.50]Don't stop for nothing its full speed or nothing
[01:03.50]I am taking down you know whatever is in my way
[01:06.50]Getting your kicks as you are shooting the line
[01:08.50]Sending the shivers up and down your spine
[01:14.50]Motorbreath
[01:15.50]Its how I live my life
[01:17.50]I can't take it any other way
[01:19.50]Motorbreath
[01:21.50]The sign of living fast
[01:22.50]It is going to take
[01:24.50]Your breath away
[02:01.50]Those people who tell you not to take chances
[02:03.50]They are all missing on what life is about
[02:05.50]You only live once so take hold of the chance
[02:08.50]Don't end up like others the same song and dance
[02:14.50]Motorbreath
[02:15.50]Its how I live my life
[02:17.50]I can't take it any other way
[02:19.50]Motorbreath
[02:21.50]The sign of living fast
[02:22.50]It is going to take
[02:24.50]Your breath away
",angry
Remember the Day,Animal Alpha,2005,0.224,0.0391,6,-24.681,1,0.969,0.0172,0.241,0.0376,144.733,166333,"[00:14.70]She's walking alone, walking by the river
[00:24.43]Amazing how it moves, waves, they are dancing
[00:33.92]
[00:34.67]She used to dance, she used to dance with him
[00:41.28]
[00:44.04]Remember the day the music box stopped playing
[00:52.97]
[00:54.90]What would she have done if his body floated up?
[01:03.86]
[01:04.41]She used to float, she used to float with him
[01:10.94]
[01:14.35]She used to eat, used to sleep with him, with him
[01:32.53]
[01:39.77]She's walking alone, walking by the river
[01:49.06]
[01:49.87]Amazing how it moves, the gun to her forehead
[01:59.20]
[02:00.20]She used to move, she used to move him
[02:06.21]
[02:10.42]She used to be, she used to be her, be her
",sad
The Lazy Song,Bruno Mars,2010,0.794,0.711,8,-5.124,0,0.3,0.0,0.0955,0.955,174.915,189109,"[00:06.08]Today I don’t feel like doing anything
[00:11.23]I just wanna lay in my bed
[00:16.34]Don’t feel like picking up my phone
[00:18.99]So leave a message at the tone
[00:21.70]Cause today I swear I’m not doing anything
[00:26.09]
[00:26.74]I’m gonna kick my feet up and stare at the fan
[00:29.84]Turn the TV on, throw my hand in my pants
[00:32.97]Nobody’s gon tell me I can’t
[00:37.49]I’ll be lounging on the couch just chilling in my snuggie
[00:41.05]Click to MTV so they can teach me how to dougie
[00:43.56]Cause in my castle I’m the freaking man
[00:48.43]Yes I said it
[00:50.78]I said it
[00:52.12]I said it cause I can
[00:54.87]Today I don’t feel like doing anything
[01:00.29]I just wanna lay in my bed
[01:05.59]Don’t feel like picking up my phone
[01:08.04]So leave a message at the tone
[01:10.86]Cause today I swear I’m not doing anything
[01:15.18]Nothing at all
[01:21.06]Nothing at all
[01:22.68]
[01:27.19]Tomorrow I’ll wake up do some P90X
[01:30.49]Meet a really nice girl have some really nice sex
[01:33.22]And she’s gonna scream out “this is great”
[01:36.88](Oh my god, this is great)
[01:37.62]I might mess around and get my college degree
[01:41.07]I bet my old man would be so proud of me
[01:43.74]But sorry pops you’ll just have to wait
[01:48.01]Yes I said it
[01:50.53]I said it
[01:52.05]I said it cause I can
[01:54.66]Today I don’t feel like doing anything
[02:00.54]I just wanna lay in my bed
[02:05.59]Don’t feel like picking up my phone
[02:08.05]So leave a message at the tone
[02:10.86]Cause today I swear I’m not doing anything
[02:15.01]
[02:15.76]No I ain’t gonna comb my hair
[02:18.83]Cause I ain’t going anywhere
[02:21.91]
[02:27.42]I’ll just strut in my birthday suit
[02:29.97]And let everything hang loose
[02:32.76]
[02:37.78]Today I don’t feel like doing anything
[02:43.99]I just wanna lay in my bed
[02:49.30]Don’t feel like picking up my phone
[02:51.97]So leave a message at the tone
[02:54.61]Cause today I swear I’m not doing anything
[02:59.52]Nothing at all
[03:04.36]Nothing at all
[03:09.91]Nothing at all
[03:11.87]
",happy
Cry,James Blunt,2005,0.499,0.583,7,-9.191,1,0.464,0.00747,0.0971,0.194,151.999,246413,"[00:30.78]I have seen peace. I have seen pain,
[00:37.99]Resting on the shoulders of your name.
[00:43.20]Do you see the truth through all their lies?
[00:50.12]Do you see the world through troubled eyes?
[00:57.69]And if you want to talk about it anymore,
[01:04.70]Lie here on the floor and cry on my shoulder,
[01:18.36]I'm a friend.
[01:19.69]
[01:21.05]I have seen birth. I have seen death.
[01:28.34]Lived to see a lover's final breath.
[01:33.62]Do you see my guilt? Should I feel fright?
[01:40.45]Is the fire of hesitation burning bright?
[01:48.06]And if you want to talk about it once again,
[01:55.05]On you I depend. I'll cry on your shoulder.
[02:08.49]You're a friend.
[02:10.30]
[02:12.97]You and I have been through many things.
[02:18.47]I'll hold on to your heart.
[02:25.76]I wouldn't cry for anything,
[02:31.85]But don't go tearing your life apart.
[02:37.69]
[02:39.77]I have seen fear. I have seen faith.
[02:47.04]Seen the look of anger on your face.
[02:54.13]And if you want to talk about what will be,
[03:01.22]Come and sit with me, and cry on my shoulder,
[03:14.73]I'm a friend.
[03:19.30]And if you want to talk about it anymore,
[03:26.27]Lie here on the floor
[03:31.03]and cry on my shoulder once again,
[03:43.68]cry on my shoulder,
[03:52.40]I'm a friend.
[03:54.44]",sad
The Enemy,Roadrunner United,2005,0.533,0.997,8,-4.323,1,0.000208,1.42e-05,0.11,0.0558,115.103,285013,"[00:56.25]I finally found myself
[00:58.68]I tried to erase all this hate from my body
[01:02.87]I tried to end all the lies, all the pain that I caused everyone
[01:09.06]But it all seemed so fucking useless
[01:16.25]I can't forgive
[01:18.06]
[01:19.12]And I can't forget
[01:22.19]
[01:23.31]Don't you know who the fuck I am
[01:27.51]I'm the enemy
[01:30.82]I've lived a life of regret
[01:34.19]I've had this burden of guilt suffocating
[01:42.44]
[01:45.19]It's time to shed this disguise
[01:48.06]And it's time to rise and destroy
[01:52.07]Everyone in my fucking path
[02:00.25]I can't forgive
[02:06.76]
[02:08.07]And I can't forget
[02:11.13]
[02:12.37]Don't you know who the fuck I am
[02:17.01]I'm the enemy
[02:20.31]Take a good look at me
[02:24.81]
[03:01.50]I'm your enemy
[03:07.22]
[03:15.41]Don't try to make amends
[03:18.48]There's just no need to pretend it will all be ok
[03:21.35]You can try to run and you can try to hide
[03:25.23]But it's all fucking pointless
[03:30.04]
[03:33.10]I can't forgive
[03:35.36]And I can't forget
[03:37.16]
[03:43.47]Don't you know who the fuck I am
[03:46.67]I'm the enemy
",angry
Tell That Mick He Just Made My List of Things to Do Today,Fall Out Boy,2003,0.444,0.963,1,-3.565,0,0.000617,0.0,0.202,0.418,197.073,210426,"[00:00.00]Tell That Mick He Just Made My List Of Things To Do Today""
[00:24.20]Light that smoke, yeah, one for giving up on me
[00:29.12]And one just cause they’ll kill you sooner than my expectations
[00:34.27]To my favorite liar, to my favorite scar (to my favorite scar):
[00:39.64]“I could have died with you”
[00:45.13]I hope you choke on those words, that kiss, that bottle- {I} confess (So bury me in memory)
[00:54.72]Now ash yourself, yeah, out on the insides, {I} said I loved you but I lied
[01:03.79]
[01:04.51]Let’s play this game called “when you catch fire”
[01:09.07]I wouldn’t piss to put you out
[01:12.80]Stop burning bridges and drive off of them
[01:18.45]So I can forget about you
[01:23.67]So bury me in memory
[01:26.13]His smile’s your rope
[01:28.77]So wrap it tight around your throat
[01:44.11]On the drive home
[01:46.76]Joke about the kid you used to see
[01:49.43]And his jealousy
[01:51.31]Breaking hearts has never looked so cool
[01:55.79]As when you wrap your car around a tree
[01:58.51]Your makeup looks so great next to his teeth (his teeth)
[02:02.06]
[02:03.94]Let’s play this game called “when you catch fire”
[02:07.78]I wouldn’t piss to put you out, no
[02:12.73]Stop burning bridges and drive off of them
[02:17.29]So I can forget about you
[02:21.58]
[02:21.79]So bury me in memory
[02:24.35]His smile’s your rope
[02:27.17]So wrap it tight around your throat
[02:31.73]So bury me in memory
[02:34.32]His smile’s your rope
[02:36.64]So wrap it tight around your throat
[02:49.21]
[03:20.93]So bury me in memory around your throat
",angry
Smoke,Tristan Prettyman,2005,0.701,0.654,5,-5.318,1,0.406,9.8e-06,0.186,0.666,101.94,225053,"[00:16.00]My lullaby,hung out to dry
[00:26.00]What's up with that
[00:30.00]It's over
[00:36.00]Where are you dad
[00:41.00]Mum's lookin' sad
[00:46.00]What's up with that
[00:50.00]It's dark in here
[00:56.00]Why bleeding is breathing
[01:01.00]You're hiding , underneath the smoke in the room
[01:06.00]Try , bleeding is believing
[01:11.00]I used to
[01:17.00]My mouth is dry
[01:21.00]Forgot how to cry
[01:26.00]What's up with that
[01:31.00]You're hurting me
[01:37.00]I'm running fast
[01:42.00]Can't hide the past
[01:47.00]What's up with that
[01:51.00]You're pushing me
[01:57.00]Why , bleeding is breathing
[02:02.00]You're hiding , underneath the smoke in the room
[02:07.00]Try , bleeding is believing
[02:12.00]I used to
[02:18.00]I used to
[02:38.00]Why , bleeding is breathing
[02:43.00]You're hiding , underneath the smoke in the room
[02:49.00]Try , bleeding is breathing
[02:53.00]I saw you crawling on the floor
[02:58.00]Why , bleeding is breathing
[03:03.00]You're hiding , underneath the smoke in the room
[03:08.00]Try , bleeding is breathing
[03:13.00]I saw you crawling to the door
[03:19.00]Why , bleeding is breathing
[03:23.00]You're hiding , underneath the smoke in the room
[03:29.00]Try , bleeding is breathing
[03:34.00]I saw you falling on the floor
",happy
Where Are You Now,Britney Spears,2000,0.636,0.489,9,-8.098,1,0.337,0.0,0.291,0.297,125.616,279386,"[00:01.00]Calling out your name
[00:04.00]Your face is everywhere
[00:08.00]I'm reaching out to you
[00:12.00]To find that you're not there
[00:16.00]I wake up every night
[00:19.00]To see the state I'm in
[00:23.00]It's like an endless fight
[00:27.00]I never seem to win
[00:30.00]
[00:33.00]I can't go on as long as I believe
[00:40.00]Can't let go when I keep wondering
[00:47.00]
[00:50.00]Where are you now, what have you found
[00:57.00]Where is your heart, when I'm not around
[01:05.00]Where are you now, you gotta let me know
[01:13.00]Oh baby, so I can let you go
[01:19.00]
[01:20.00]I can hear your voice
[01:24.00]The ring of yesterday
[01:28.00]It seems so close to me
[01:31.00]But yet so far away
[01:35.00]I should let it out
[01:39.00]To save what's left of me
[01:43.00]And close the doors of doubt
[01:47.00]Revive my dignity
[01:50.00]
[01:52.00]Bit, I can't go on as long as I believe
[02:00.00]Can't let go when I keep wondering
[02:09.00]
[02:10.00]Where are you now, what have you found
[02:17.00]Where is your heart, when I'm not around
[02:25.00]Where are you now, you gotta let me know
[02:34.00]Oh baby, so I can let you go
[02:39.00]
[02:56.00]I should let it out, it's time to let you go
[03:04.00]Oh baby, I just want to know
[03:09.00]
[03:42.00][03:11.00]Where are you now, what have you found
[03:49.00][03:18.00]Where is your heart, when I'm not around
[03:57.00][03:26.00]Where are you now, you gotta let me know
[04:06.00][03:35.00]Oh baby, so I can let you go
[04:11.00][03:40.00]
",sad
